year,day,net.treatment,rep,microsite,annuals,flowering.shrub,net.time,mean.visitation.duration,mean.floral.density,count,rate
2016,D9,SA,2,Larrea,annuals,no shrub flowers,24.0,0.013333333333333332,200.0,2,0.08333333333333333
2016,D9,SA,3,Larrea,annuals,no shrub flowers,1.0,0.0011111111111111111,200.0,1,1.0
2016,D9,SA,4,Larrea,annuals,no shrub flowers,5.0,0.002777777777777778,200.0,2,0.4
2016,D9,SAA,1,Larrea,annuals,flowering shrub,1391.0,0.00534744967784595,20.0,53,0.038102084831056794
2016,D9,SAA,2,Larrea,annuals,flowering shrub,1089.0,0.005191424853052643,18.0,49,0.04499540863177227
2016,D9,SAA,3,Larrea,annuals,flowering shrub,921.0,0.010595706495478705,16.0,22,0.023887079261672096
2016,D9,SAA,4,Larrea,annuals,flowering shrub,1032.0,0.005017649289652557,34.0,42,0.040697674418604654
2016,D9,SX,1,Larrea,none,flowering shrub,112.0,0.06222222222222222,200.0,2,0.017857142857142856
2016,D9,SX,2,Larrea,none,flowering shrub,403.0,0.14925925925925926,200.0,3,0.007444168734491315
2016,D9,SX,3,Larrea,none,flowering shrub,0.0,0.0,200.0,1,Inf
